country,pm1998,pm1999,pm2000,pm2001,pm2002,pm2003,pm2004,pm2005,pm2006,pm2007,pm2008,pm2009,pm2010,pm2011,pm2012,pm2013,pm2014,pm2015,pm2016,pm2017,pm2018,pm2019,pm2020,pm2021
Armenia,16.879020584501966,16.451453108405836,18.444459368301278,15.905568455663957,17.973207806473425,16.554719824724252,16.337163773607898,17.395051265043303,16.444947976602965,17.681022515820285,17.640457492617642,17.166952365119833,16.41585702084877,19.53899034307724,20.23881754108605,19.092949015779386,19.01513657818213,19.48471053240737,17.37626210758092,20.41392308637384,18.972192798023908,19.766497879424406,19.48275000587807,19.508372062910905
Aruba,3.1599999999999997,4.42,3.03,3.15,2.89,4,3.82,4.31,3.6599999999999997,3.7699999999999996,4.19,3.22,5.99,4.15,3.82,3.3,2.82,2.92,3.76,3.82,3.2300000000000004,3.89,3.49,3.31
Australia,3.873182515317837,3.919567011395692,3.7167683035961443,4.335868610779997,4.533351107893677,5.4819771321525526,3.899191685922222,3.590601233049712,4.8755322209059715,4.055731027352954,3.5031755255973906,4.593420556772156,3.7263459950520685,3.9373660875612484,3.828163860280875,4.326330252955268,4.455628621995611,4.150311562201538,3.8122015552628974,4.042978366679658,3.798876572475904,7.628784884899472,5.271305437266954,3.616994249285989
Austria,16.37643082016879,16.058437443236873,15.204439826866134,16.560535466895352,17.810033966154265,18.13537337110227,16.279096582001685,18.678743046341218,18.343254619547785,13.918426998258981,13.307834899348498,14.618472225317113,16.108261294384963,15.999061038015398,13.299370510296987,14.629569825819498,12.5620404294134,12.69963821392116,11.862570815059405,12.338438308681114,12.777476110250168,9.799141636871301,9.825839646349547,10.67753980199446
Azerbaijan,15.968115873186173,15.284046481549796,14.476895356989063,11.709755569893549,12.909051089140343,12.429739310806355,11.588186830570493,12.882326196834505,12.718918837329273,12.918831854054263,12.01224456532123,12.293642324577196,12.324121846152037,12.529867785421985,13.373236994763369,11.647191139316783,12.173667661671068,11.882809921825281,12.184288107419322,13.10953168557469,10.870017673943279,13.5586683059009,11.81217803377136,12.40068459732206
Bahamas,6.970840743150437,5.620633569483602,4.965915835321333,4.3812439456372445,4.352458583339358,4.304741499795176,4.492585273139112,4.960369496855346,4.834419955902551,4.31797299332514,3.479498993951662,3.532522440299766,4.1805971228222365,4.179071363165377,3.654243415503988,3.0667631448950576,3.2239097628858526,2.9830805561579794,3.5264021422202947,3.697237553916962,3.4612653919371548,3.5210765319646256,3.30660904479626,3.791424522277645
Bahrain,13.076854948655686,13.75987790731693,17.298321860097715,13.221123475029987,14.024128697229454,13.920404303560456,13.191281223486733,14.191322642696234,16.08430759047424,15.957893083877007,17.746190954038795,19.951460080161493,20.332823183932593,18.502929712413327,20.664928322752406,17.3383861428864,17.81595904888681,19.199649629911356,17.22561606594307,21.1445763582107,19.83340856762529,19.265145248822442,17.17924627717153,17.92176817530207
Bangladesh,45.39100180534779,45.68055616325761,51.31559211317922,53.6592699622056,53.42351147135815,54.976104824367695,54.44181888920596,59.48223588037266,64.13141571857035,62.009049034673204,65.24239535496567,70.40497539732002,65.87824416672062,69.93176494108394,70.66909553173842,65.78935528398716,68.81007923585483,65.14595958048797,65.38005756603826,63.05932820182858,75.78148643113025,66.99702865517092,75.59101197295152,73.9579835040009
Barbados,2.3248741427222535,2.9635768937395626,2.474839397981848,3.026449416832718,2.5014076996226464,2.8416354221620366,2.5839939986357483,2.8675769071804678,2.725830059912836,2.5696644141949405,2.6707719447982017,3.066030329402989,3.7182778503960026,2.673053572088616,2.9462926286714675,2.3552202460357727,2.1827571329204734,2.365890140759882,2.6912967113464767,2.877786249281751,2.5263679985483822,2.4025921122046783,2.3249963877566793,2.519060547918508
Belarus,17.448630161164303,18.06222677419782,15.953885838994609,16.089792010382318,19.330892202402236,15.85895457047131,16.130839751565958,15.627647832823486,16.295471351422936,14.633633795505409,15.288575712261466,16.780072483413452,17.627093900123157,15.628413635797807,15.174701415650285,15.866676049951662,15.62160889489227,13.771286734734417,13.052668086289778,13.247294132665898,13.974968496550263,11.711110267106326,11.112047852952472,12.752634725146663
Belgium,15.33821387642207,14.271726706197319,13.08281866229393,12.846403297550863,12.906094501718941,14.80430833739068,13.059978291958304,12.716603868140414,13.82105658141216,15.95387208980015,15.343938651223421,16.404367506873434,16.19306577315903,15.486017762900133,13.615455209654094,14.549556066726973,11.680464750750167,11.240045147972523,11.171558785113735,10.761833136727128,11.024620479843653,9.562903447605473,8.421819137289992,10.12128236287407
Belize,15.09102436195491,11.78448674128702,11.339229855326836,11.91311134547582,11.482440865678228,14.444040584440579,10.645699142430448,14.956246734717967,12.117198041600592,11.821075887977091,10.693495019322258,10.599267165504253,11.934737828003676,13.142318901941465,9.686755169281458,11.83938435641227,10.418165386214223,10.206144452484693,9.419254899847576,10.42352796723684,9.401284404140558,10.432136405392782,12.941521736899098,10.413406542367836
Benin,15.474708905619996,15.089767016175923,16.524436475361213,17.11500311514371,16.836297225913867,18.292861356105558,19.294260007799345,19.47723521071305,17.61619345181802,18.54322749076097,19.310729040046866,18.297173495388602,18.350704574624885,17.46309655680013,16.512789192940875,15.735213300529978,15.700876645355937,16.012534168467546,17.56431738429469,17.61000316372956,17.095979056411633,16.303281004493176,16.97404244565033,17.419936106975037
Bermuda,5.168403131056202,4.3627866097383725,5.094888717296512,4.6492223837209306,4.454311107073644,4.349667514534884,4.514624364098837,4.7800598049903105,4.23348625242248,4.794730347625968,4.055638626453488,3.444222535125969,3.78339238129845,3.7893521378391473,3.8057636870155043,3.440514625726744,3.7261066194282946,3.504765322189922,3.0718006601259686,3.119892351017442,2.984524285368217,3.078174206637597,3.233919876453488,3.2883221293604654
Bhutan,19.303575630952228,19.62190734653403,24.371470122479135,27.457973926428622,26.00818987003998,27.046576352240244,26.75169149614245,28.036818117729588,28.727046809145328,27.303278795880153,28.10338526451694,32.434911062507354,26.975328745366685,28.178663088580926,30.843227664832956,27.51961242712835,30.393871603741374,30.07635388324456,28.34310843673931,28.232706181752924,30.398789750951714,28.546586070401904,30.262048166658314,30.5920742798481
Bolivia,22.874795960462517,24.532406886123383,22.629178339713796,24.300190977704105,26.458750769299847,26.42672513359689,30.00427340208651,28.59588774587512,25.8912343256086,31.425332292037744,25.716584152197765,24.33872474853239,32.23880248002627,27.042070039728486,25.12125172239401,23.544453530292238,24.850604975614992,25.56191307577156,25.636261943866476,26.236552613136293,24.5340377261159,26.11493554209096,27.505956382261214,25.19020637518157
"Bonaire, Sint Eustatius and Saba",3.445376244193762,4.335262994912631,3.2616403450564038,3.4267113470471133,2.9317562486175626,3.812844503428445,3.5985812873258127,4.325223623092237,3.830348153063481,3.862048661800486,4.076474231364743,3.592081840300818,6.32036894492369,4.006628179606282,3.9732656491926566,3.242684804246848,2.965440831674408,3.0062795841627956,3.916517142225171,3.8552966157929665,3.1585299712453,3.6322946250829466,3.2947538155275375,3.2697208582172084
Bosnia and Herzegovina,28.13482325972507,26.863981253044592,26.11150592750419,28.32736864723561,29.026803117662027,30.93521921454182,28.14903255941196,30.49405086168336,31.366621106427267,28.21430126568546,27.47755948664022,27.628434164624274,28.34408907777987,34.31958702298338,29.872477180792483,27.022384378882304,25.223824827517895,30.57158426997796,28.72316140719298,27.623696002796507,26.21525633530589,22.400093661405492,24.760916491906986,23.7347735190542
Botswana,15.84681023811459,14.104143403221187,13.195295201750806,15.551278670708081,13.94722161631283,15.99071103313485,13.798031849321042,15.860914126492604,12.961985150657256,14.934879546962282,15.32804825355542,14.844935568167358,18.1822037844207,12.964031956554948,14.741923342225519,14.4221315632363,11.947619773251352,15.320186952952826,14.286957557075459,13.418368623359203,14.384392479498961,13.14390332267661,11.756926272009014,12.846438421567973
Bouvet Island,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brazil,9.367838090967675,8.638702750839375,9.250459091728738,10.848669844110175,11.603063575682944,11.725778219984075,11.721947125036223,11.567376094597135,11.354200603112503,12.268281493078984,11.65500338956213,11.702435899341763,11.52592837124224,11.294809630761748,10.945703323537135,10.93679293116423,10.838158407122966,11.823632771026588,11.152420428722127,10.929346139321861,10.95954190579752,10.859015822517694,10.643689892989617,11.069796855874941
British Indian Ocean Territory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
British Virgin Islands,2.2852676653048873,2.902737176577394,2.2101864124678468,2.2866415494023298,1.8749977303676806,1.9618801634135268,1.7167849901649266,2.5205731578151007,2.457018913602663,2.2828085943410503,1.781936450295052,1.9832549553638974,3.394159782115297,1.8318934785898018,2.213284309275231,1.7415899530942653,1.7931060674837345,1.9503812982296866,2.0520807989105765,2.3232125888939326,1.8351330004539266,1.870167952791648,1.9705701316386746,2.085907701619004
Brunei,14.904727556155429,5.355992147511222,5.217872217023644,5.684977813808479,9.606697556284795,7.694989348903196,8.551754434004165,7.892794748621179,10.679898103069844,6.519010202629571,5.638443710893872,11.469662140309874,7.150741523322453,8.32653901880544,8.369966925541503,7.473852376660731,8.051035312482483,11.299814921022332,8.49703729177537,5.57654691010388,7.165007912859367,10.604786158748777,6.055342042509519,6.155841609134932
Bulgaria,25.68006079919663,23.029020809285,24.564429843754652,25.089304258315455,25.455621290796362,26.57787637236377,22.95771380298816,25.102138690773856,27.60941976550906,24.84279022209162,22.8258140341703,20.709329205914077,18.5129562550055,28.675684752362073,23.172761709723968,20.44995357412565,19.787256903721154,19.117094033545563,18.219556006209206,19.70074340546652,18.86475438379822,17.530478140373518,18.034657795188185,19.00820874477613
Burkina Faso,7.2265534733152625,7.154397491257507,7.376497841799758,6.998919260230452,7.0082137772733235,8.100486982296518,8.505226022310367,8.994798780715275,8.363739049328439,8.638750450809852,8.268307812990521,9.231029736997591,10.007445449843054,9.059706275820785,8.527246813602243,8.044994911377746,8.984744775742781,8.349221952629545,8.06031945398332,8.494655757267171,8.686683088900194,8.418657356849353,7.664908095171162,8.522829451371956
Burundi,27.453362878765354,20.296945171796487,31.360048467294806,37.110026192841914,33.09518426148863,29.290946446559445,35.04841299199593,34.74486541228118,29.639009698850117,38.6817143911802,36.59174188933496,33.91319900482557,36.01229039110048,36.96312705741971,36.72286979316591,38.049659765880136,33.58196726981159,35.32827981087831,33.83062356787251,28.941621606962627,29.16101344717273,33.570421661789034,33.1113581551339,31.912485344228475
Cabo Verde,2.9090036715952046,2.924515105862825,2.6309804512363444,2.4101748112330967,2.1502350181775536,2.4819284444885477,2.241312464479346,2.5031575718757613,2.4733033892341973,2.3258628068307905,2.316364886198591,2.146583359644929,2.451763989499418,2.0585625930302838,2.02028228883817,2.142838404705415,1.856665036851269,2.399187233313186,2.076455584523369,2.2006074821156325,2.2612150905269237,2.1662255279609566,1.983544090716367,2.566392202145222
Cambodia,14.029016641124365,13.495636572768621,16.654666051624144,16.86876755757453,16.975877605420315,18.84854055300293,20.284526250084625,20.08971299929834,18.251292283041273,20.848970080501466,19.850468014676615,17.345078686458333,19.160536928884717,18.402376284502992,16.193950229308378,19.89642703903911,17.397713400976063,16.39530659058454,16.887035415453457,16.50998988290123,18.655897409496625,17.09146262781292,21.258957100552806,19.83728401742939
Cameroon,31.007374868991416,28.646942226849504,30.153519839763312,31.554217260139385,30.102845955603637,29.439149798986573,30.74142251575831,30.432696176498943,28.224800890049817,29.506109536935092,32.2721249304047,30.380636785566097,31.495602794565162,30.186075029985574,29.745976084767904,30.844837559152946,28.73559265341017,28.094020507311175,30.709034174698232,30.97008971064805,30.427302448921616,29.582323477151846,31.516540747792217,30.978767368723112
Canada,9.145704396682893,8.317522750406107,8.204473007509595,8.248544120291553,8.329153538931818,8.65538589823113,8.033342807757407,8.797828595156798,7.831447273423466,7.5786189627941,7.4477551171535,6.983059969273181,6.82598801158943,7.086098667039892,6.623975729917347,6.890475521692564,7.083080420419018,7.072341909915294,5.787619245124614,6.495204934766594,6.456440342688909,6.0884747617739166,5.828292330394325,8.009540680028062
Cayman Islands,8.14443639193981,7.470124881086223,6.83042013318343,6.136149788117271,7.375413646977428,7.643342385194154,6.339946553662545,6.864326385886017,6.725535760615758,6.806234714174523,6.147676381561879,6.498388826429127,6.376020582893712,7.7054065553922,6.323465709590936,6.4119548560062265,6.941638848049814,7.430466142004669,6.253688316180922,6.2928487416760355,7.008733027760961,7.7146344374297335,6.7943414338839405,7.438066591714953
Central African Republic,28.777657601757827,27.661197201057426,28.29910781481432,23.671246072836556,23.68588313547398,24.99391557098992,25.74360945610547,24.72086383510584,22.616234256133342,25.119961910777217,25.765237160640446,26.62585162920757,26.352984293940864,28.300576105054496,26.38247876292313,28.076947066877793,25.945865784787735,25.599472557300633,25.827408200006225,25.329503440854953,27.637371708336488,26.862818641405312,27.244643447289647,25.57217692362436
Chad,11.185087061587895,10.620560575252926,10.53487375173028,9.341176261683378,9.590026416487675,10.436887465865645,10.947658100985551,10.32961526001243,10.358444145484524,10.565482000197337,10.361157342176913,10.067603970191305,11.384333987418778,10.99269235194465,10.855041077543792,9.97681145206854,10.356596241035165,10.417794422392666,10.654925741839584,11.03056551899749,11.379733170153855,11.165908792382094,11.498359677815456,11.141409998007147
Chile,14.492838119237717,16.16655788263279,15.190006729717572,15.56113599278486,15.435544643944393,15.393856995030696,15.933030627082013,15.287878324615598,16.10556523399989,16.97018572252301,17.894322477634798,16.279735848437618,16.487143139530293,17.757098323492404,16.890685949108146,17.169589493900553,17.54265705630599,18.362561461287857,19.63786771987516,18.445873539359926,16.986849364532947,16.44255833913929,15.909191865065353,18.86295321058628
China,32.77004132045646,31.885468448245362,35.765463073026474,37.04133595677703,39.63101588262356,45.42791734643262,44.188193940328055,47.220592545713735,50.294612195681395,50.605755840678114,50.11518021504763,47.99976297804394,46.72413901018833,52.48377510956857,49.01739741254439,52.285255031473014,50.2059425751231,46.84838770309427,43.409861629348626,40.91298321797795,35.82644240926814,35.08662280741626,31.912841096119273,30.199905617582203
Christmas Island,2.93,3.56,2.76,3,2.95,2.59,2.95,2.99,3.3800000000000003,3.57,2.6,3.31,2.6199999999999997,3.09,3.77,3.05,4.39,4.33,4.51,2.79,3.1300000000000003,3.1099999999999994,2.79,2.18
Clipperton Island,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cocos Islands,1.38,1.76,1.97,1.58,1.87,1.68,2.18,1.72,2.1,2.19,1.63,1.99,1.81,2.19,2.37,1.91,2.16,2.48,1.98,1.99,2.01,2.16,1.72,1.81
Colombia,10.982969179870404,9.383717679055865,12.395633561773733,16.27725600998576,15.000177927942854,16.906984399466168,15.18225670370748,15.587645035551692,15.18952895476679,15.334413461379524,14.825616183395828,15.343989522745806,16.74974613338478,16.15650984549829,16.249977296035233,15.968714522073048,16.55440280142199,15.813092554535313,16.318429790331145,15.566630781656487,14.739657808735313,15.662600026886457,15.602910091349276,13.61523568631497
Comoros,6.573694610748406,6.417257493710826,6.464122099016557,6.772963122741102,5.772535634472951,6.411926167729702,5.851943649501758,6.527176480620816,7.772668365517017,8.061842684116668,6.622779677001061,7.71952043009674,7.435593953865178,7.707717750896036,7.114614485541797,7.707116523409773,5.956926669358743,6.49866051251439,7.080354350754074,7.413031958786158,6.982227696945832,7.032336537906852,6.886577723657577,6.40146014181053
Cook Islands,0.743073489558425,0.8756049736967958,1.0064753706360592,0.9908895265423242,1.1856336681013868,1.1546548700781127,1.0848684839789575,1.2265646421170093,1.1347329826239438,0.9756320739677984,0.9565056591742389,0.9994739359158297,0.9511844412561774,0.8950231149370318,1.0138785270205644,1.0049577554599076,1.0837780966044954,1.1796620436792602,1.0281874701099951,1.0542388012115416,1.1226414793559703,1.2111413996492906,1.1966443487964291,0.9558775705404113
Costa Rica,12.236954024256068,9.546438924866383,9.662104502872008,11.121985763803428,10.19861247733203,12.280268172484039,10.943674704333182,12.8533023182371,12.532073359606153,12.975622194866357,12.678433499192629,12.351491180010848,14.966584928931248,14.340883816061112,12.98273435180687,13.069281175324525,12.364238439214127,11.928098088405418,13.056995834227104,13.610965380735013,11.851925774565775,12.234621277315012,12.743344007195196,12.509386263352654
Croatia,20.53811709216683,18.968121849011997,18.334019097781013,20.43191068462647,20.668233108076343,21.535622880304707,19.47559381123112,21.52202244999466,21.80288143063143,17.59728344359908,17.3828746967903,17.848348198173113,18.222599607445755,22.277004434016195,18.325087030014416,17.79964536549954,15.226002424954316,18.430482813757095,17.525770438943734,17.318733529152375,16.65832788092312,13.596283775589741,14.204534085941944,14.855552870537867
Cuba,8.270669681523302,7.602221090078705,7.630837015990268,7.774870473143695,7.9099831765045545,7.69072083288845,7.234866168262152,7.57825204718481,7.036164129099033,6.560985551402491,5.695985446651904,6.279604334064689,7.030379664823852,7.263524554915679,6.190758622121817,6.308793868672537,6.416332974179716,6.317242197321804,6.1620590041674195,6.315573864140695,6.106905853297356,6.46585081550169,6.584256607143218,6.838807647968932
Curaçao,3.69,4.59,3.3,3.52,3.23,4.45,4.21,4.86,4.01,4.31,4.62,3.65,7.14,4.55,4.3,3.7300000000000004,3.25,3.18,4.32,4.34,3.49,4.15,3.7799999999999994,3.5900000000000003
Cyprus,11.992632189384423,12.026684786008884,14.752483240210022,13.705778987338116,11.860675553085102,12.180660345350331,11.570600103951604,12.624675969372777,12.827316809359495,13.084368169152361,12.892821431837104,13.317825943625504,11.568290224699094,17.082313596966152,18.60478014957481,12.482662797356934,12.106789254965372,12.462515123514718,11.51121386358277,11.962446436048106,10.660316956143012,10.411297036898008,11.531785031931431,12.348286362608224
Czechia,20.36927575005063,19.465744648390995,18.80067911988532,20.608201507752714,22.04237523851868,21.947713356868764,19.705173890704312,21.735001151686816,21.777478563079526,16.0532647132776,15.852489780705199,17.940981507000174,20.752017159620056,19.30263409308561,17.10719803513919,18.04812768402083,17.15598626266844,15.336209788880447,15.562650648992093,15.608088703133419,15.87948771644546,11.935663609226827,11.948866013773372,13.233759368134288
Côte d'Ivoire,11.170063950504677,10.144933201028678,11.69069907821248,12.480188578420151,11.8815145382152,12.924412713746602,13.141639140417334,13.44075936706614,12.695003367018998,12.529575868816256,12.882664804830394,13.359923034259811,12.832853736094707,12.780297546911667,10.944726034363734,10.814164742511258,10.911034310523577,11.311324883048945,11.098048455003264,10.9582209118736,11.13436985425179,11.278067307881175,10.643592661412812,10.761678735389378
Democratic Republic of the Congo,34.81940141189855,26.594683736702464,32.85791675021434,35.88043357547802,36.0322987140799,33.52606472500669,36.10781716265042,35.90508535997312,30.61441584892803,34.1351610105733,35.57281970777315,34.99971923979534,38.347571321462866,36.326753720705604,38.0253846916447,39.90015171074392,34.68351522035772,37.60683613867972,34.98664630647857,30.868979832713265,32.55461522901814,35.20584758348872,34.42220967416743,34.643664740519824
Denmark,11.886037633042585,11.923010259012662,11.874009073424096,10.668441588819682,11.248917561776267,12.68443320144422,9.229395787661398,9.6733429202022,10.484738458610755,9.347398339831258,9.179801023488029,10.242697188131428,10.572472886427235,12.108996710758795,8.674102362248156,8.346419862107673,10.140865891627069,8.375580407485307,7.801165057095449,7.738286074695183,9.115320446765901,8.134490641641635,6.876712258447965,8.086200345506503
Djibouti,13.595224473665926,15.869905199068928,16.464920517909256,14.254019366227764,15.895027152671622,16.1338779356587,16.117300833362286,16.596468459039745,17.534429099065452,18.05072768291412,16.655118946289605,17.257536098613812,19.002198932132433,20.270245416290297,18.53935547960673,17.59804596303502,17.70291931932671,18.544979763062813,17.719329694882575,19.22696061614091,19.902013368972344,19.60761210655225,16.80902760648277,17.438369189480266
Dominica,2.3176738455257286,3.2643224799871686,2.502476925095872,2.908249806797801,2.116677797057494,2.6923213426459225,2.7519992417725025,3.251226141351103,3.0005071375453842,2.477720797305376,2.5503993817529635,2.8621290153249443,3.9027866318659687,2.852436972339278,2.5768220060949827,2.16214826263834,2.233747393592978,2.0910125253350054,2.4322096499030343,2.5144175500503056,2.164367536198072,2.356317347370263,2.383747685218938,2.481663288665957
Dominican Republic,6.53339643365236,6.617533511252181,6.170337032225863,7.781213632814128,7.329005771837358,8.080869404190908,6.4908578498801885,8.446053810211305,7.629633835564884,7.3308608346092585,6.688100623070502,6.673071172255903,8.540236670117354,7.247664868770209,6.840041438637513,6.901009467089588,7.434924562705853,7.293291614867579,7.855261217923303,8.439987071555342,7.81293850043147,7.968114964584475,7.204273043737059,7.865722098837171
Ecuador,10.524173366458667,10.047904938733959,12.935639735630305,15.219864074779325,15.32205840654958,15.803388802441848,16.742060647139603,17.667197695878734,16.616640083762785,16.841074672658767,17.149310907506358,16.99147089723821,18.59724868790978,16.991470356284875,17.103524082972747,17.1088359885761,16.729742515005153,16.83471542279635,17.204241616248996,16.548445910820647,16.269761445441368,15.90568636955845,16.3161325992075,16.011143155123495
Egypt,17.345941668717337,18.22705207441974,20.572580421510565,17.79538721107252,15.80578351535711,15.750622554025345,15.605225164567782,16.110101768226272,18.023152312702248,17.32691480293303,16.748294026108436,16.847850429290173,15.300403431817758,18.59774869607707,20.077313110215673,16.467438936631197,16.659712454434054,18.19835750018577,17.134687884836037,19.079424543394612,17.34615062242263,17.02370189683379,17.778512627165693,18.23729122218412
El Salvador,27.921439986172437,20.507488662955776,24.555047413522612,22.670101804043636,22.222279640563546,26.534127877510738,22.320899433005167,28.37305224330158,23.580923073080243,26.43917483309555,26.311305998507155,26.795846374666823,28.446308608135844,29.549948438054354,26.804988618626783,28.560102849436994,25.425338453807722,24.313068254163802,25.95763587068392,26.54096166783104,25.451686282696873,26.646571126759802,27.73222479287566,25.8440302349961
Equatorial Guinea,23.69057653298373,19.85843145223765,25.626961361063106,25.997478004886478,24.847193290030393,24.588533353197068,26.406845813717897,22.7002887432215,21.51692362791252,25.604550980275313,28.199098551933734,26.175920314641562,28.036413217329123,26.647241761516,25.336321780585184,27.757182587450092,24.585451427209343,26.499795816697453,28.300819724688633,26.267015314939513,26.53384667183124,26.830175221977235,28.74701414695191,29.055011691794288
Eritrea,10.913427236440317,11.150755466821254,11.825396911781302,10.69047736155557,11.871603747100453,11.894250610299286,10.660824891701754,11.348787061277317,12.13159029185127,12.64626190640068,12.810241984221335,12.38838701607057,12.299118148126672,14.369569726067159,12.892774634678734,11.849686783942472,12.417488464641243,13.353956309782513,12.703834483186853,14.75070160147198,13.796367570598992,12.71540094293519,11.563875964318866,12.946910368591036
Estonia,9.235880866258961,9.651367104169523,7.924547735621149,8.31263514641171,8.981564657943048,8.871037663361298,8.283462383732363,8.42672856040464,9.787973427608783,9.157861485152278,8.52109220112463,8.620686212463461,9.283748357918427,7.691944059341316,8.060767891046751,7.74099673318715,8.468433846626688,6.795072540760803,6.297504275608624,5.694633917019319,7.3805397594422795,5.7865703504925,5.489806412008388,6.679784154057407
Ethiopia,7.1373493907490175,7.021426258468032,12.041858858959232,14.063927790626407,13.998679455345647,13.917131464014354,13.767527694088736,14.4825657984149,15.261512128006693,16.796751151607157,15.539565556692231,15.665826010287528,16.769542255773118,17.899679510777034,15.952816807442359,16.752219782005497,16.285448287862636,17.587786522627844,16.626510920925345,16.742105936782856,16.351022480316473,16.11761751988395,16.929809275829683,16.955740175984882
Falkland Islands,1.4,1.6399999999999997,1.36,1.43,1.7,1.5300000000000002,1.44,1.7199999999999998,1.7899999999999998,1.8899999999999997,2.13,1.7100000000000002,1.7,1.95,1.5300000000000002,1.6399999999999997,1.91,1.75,1.69,1.7199999999999998,1.76,1.83,1.9,2
